"[reporter]","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners","count gluttons","count cleaners"
,"22","0","12","0","3","0","2","0","8","0","88","25","59","30","64","26","50","24","47","21"
,"22","0","12","0","3","0","2","0","8","0","88","25","59","30","64","26","50","24","47","21"
,"22","0","12","0","3","0","2","0","8","0","89","25","60","30","65","26","50","24","47","21"
,"22","0","12","0","3","0","2","0","8","0","89","25","61","30","65","26","50","24","47","21"
,"21","0","12","0","3","0","2","0","7","0","89","25","62","30","66","26","50","24","47","21"
,"21","0","12","0","3","0","2","0","7","0","89","25","63","29","67","26","49","24","46","21"
,"21","0","12","0","3","0","2","0","7","0","91","25","64","28","67","26","49","24","46","21"
,"21","0","12","0","3","0","2","0","7","0","91","25","64","28","66","26","49","24","45","21"
,"21","0","13","0","3","0","2","0","7","0","92","25","65","28","65","26","50","24","45","21"
,"21","0","13","0","3","0","2","0","7","0","92","25","66","28","65","26","50","24","46","21"
,"21","0","13","0","3","0","2","0","7","0","91","25","67","28","67","26","51","24","47","21"
,"21","0","13","0","3","0","2","0","7","0","91","25","66","28","67","26","51","23","47","21"
,"21","0","13","0","3","0","2","0","7","0","90","25","65","28","69","26","51","23","47","21"
,"21","0","13","0","3","0","2","0","7","0","91","25","65","28","69","26","51","23","48","21"
,"21","0","13","0","3","0","2","0","7","0","92","25","65","28","70","26","52","23","48","21"
,"20","0","13","0","3","0","1","0","7","0","93","25","65","28","70","26","52","23","48","21"
,"20","0","12","0","3","0","1","0","7","0","94","25","66","28","70","26","52","23","49","21"
,"18","0","12","0","3","0","1","0","7","0","94","25","66","28","70","26","52","23","50","21"
,"18","0","11","0","3","0","1","0","7","0","95","25","67","28","71","26","52","23","51","21"
,"18","0","11","0","3","0","1","0","7","0","95","25","66","28","70","26","52","23","51","21"
,"18","0","12","0","3","0","1","0","7","0","96","25","67","28","71","26","53","23","52","21"
,"17","0","12","0","3","0","1","0","7","0","94","25","67","28","70","26","53","23","53","21"
,"17","0","12","0","2","0","1","0","7","0","96","25","67","28","69","26","52","23","53","21"
,"17","0","12","0","2","0","1","0","6","0","96","25","68","28","70","26","53","23","53","21"
,"18","0","11","0","2","0","1","0","6","0","94","25","66","28","69","26","54","23","53","21"
,"19","0","11","0","2","0","1","0","5","0","93","25","66","28","69","26","54","23","53","21"
,"19","0","11","0","2","0","1","0","4","0","94","25","66","28","69","26","55","23","53","21"
,"18","0","10","0","2","0","1","0","5","0","93","25","66","28","70","26","55","23","53","21"
,"19","0","10","0","2","0","1","0","4","0","93","25","66","28","69","26","56","23","53","21"
,"18","0","10","0","2","0","1","0","4","0","92","25","65","28","69","26","56","23","54","21"
,"18","0","10","0","2","0","1","0","4","0","92","25","66","27","69","26","56","23","55","21"
,"17","0","10","0","2","0","1","0","4","0","91","25","66","27","70","26","56","23","55","21"
,"17","0","10","0","2","0","1","0","4","0","91","25","67","27","69","26","57","23","55","21"
,"17","0","10","0","2","0","1","0","4","0","90","25","68","27","69","26","58","23","55","21"
,"17","0","9","0","1","0","1","0","4","0","90","25","72","27","69","26","58","23","55","21"
,"17","0","9","0","1","0","1","0","4","0","90","25","72","27","70","26","58","23","56","21"
,"15","0","10","0","1","0","1","0","4","0","90","25","72","27","71","26","59","23","56","21"
,"15","0","10","0","1","0","1","0","4","0","90","25","72","27","72","26","58","23","56","21"
,"15","0","10","0","1","0","1","0","4","0","90","25","70","27","70","25","58","23","57","21"
,"15","0","10","0","1","0","1","0","4","0","90","25","70","27","69","25","59","23","57","21"
,"15","0","10","0","1","0","1","0","4","0","89","25","69","27","68","25","60","23","56","21"
,"15","0","10","0","1","0","1","0","4","0","91","25","69","27","68","25","59","23","56","21"
,"15","0","10","0","1","0",,,"4","0","92","25","69","27","69","25","60","22","55","21"
,"15","0","10","0","1","0",,,"4","0","93","25","69","27","68","25","60","22","56","21"
,"15","0","10","0","1","0",,,"4","0","94","25","69","27","68","25","61","22","57","21"
,"15","0","10","0","1","0",,,"4","0","94","25","69","26","68","25","62","22","56","21"
,"14","0","10","0","1","0",,,"4","0","93","25","69","26","68","25","62","22","56","21"
,"13","0","10","0","1","0",,,"4","0","94","25","69","26","68","25","62","22","56","21"
,"13","0","10","0","1","0",,,"4","0","94","25","69","26","68","25","62","22","56","21"
,"13","0","10","0","1","0",,,"4","0","94","25","69","26","67","25","62","22","56","21"
,"12","0","10","0","1","0",,,"4","0","93","25","69","26","68","25","63","22","56","21"
,"12","0","10","0","1","0",,,"4","0","92","25","69","26","69","25","64","22","58","21"
,"12","0","10","0","1","0",,,"4","0","91","25","69","26","70","25","65","22","59","21"
,"12","0","10","0","1","0",,,"4","0","89","25","70","26","70","25","65","22","59","21"
,"12","0","10","0","1","0",,,"4","0","90","25","71","25","70","25","64","22","59","21"
,"12","0","10","0","1","0",,,"4","0","89","25","71","25","70","25","65","22","61","21"
,"12","0","10","0","1","0",,,"4","0","89","25","73","25","70","25","64","22","61","21"
,"12","0","9","0","1","0",,,"4","0","88","25","73","25","70","25","63","22","61","21"
,"12","0","9","0","1","0",,,"4","0","87","25","74","25","69","25","63","22","60","21"
,"13","0","8","0","1","0",,,"4","0","87","25","74","25","68","25","62","22","58","21"
,"12","0","9","0","1","0",,,"4","0","86","25","75","25","68","25","62","22","56","21"
,"12","0","9","0","1","0",,,"4","0","87","25","76","25","69","25","62","21","56","21"
,"12","0","9","0","1","0",,,"4","0","88","25","75","25","68","25","62","21","55","21"
,"12","0","9","0","1","0",,,"3","0","85","25","75","25","69","25","62","21","54","21"
,"12","0","9","0","1","0",,,"3","0","85","25","76","25","69","25","62","21","54","21"
,"12","0","9","0","1","0",,,"3","0","80","25","76","25","70","25","61","21","54","21"
,"12","0","10","0","1","0",,,"3","0","80","25","76","25","69","25","59","21","54","21"
,"12","0","10","0","1","0",,,"3","0","80","25","75","25","69","25","56","21","54","21"
,"12","0","10","0","1","0",,,"3","0","81","25","77","25","69","25","56","21","54","21"
,"12","0","10","0","1","0",,,"3","0","80","25","78","25","70","25","55","21","54","21"
,"12","0","10","0","1","0",,,"3","0","80","25","77","25","70","25","54","21","54","21"
,"13","0","11","0","1","0",,,"3","0","81","25","76","25","70","25","54","21","52","21"
,"13","0","11","0","1","0",,,"3","0","82","25","75","25","69","25","55","21","51","21"
,"13","0","11","0","1","0",,,"2","0","82","25","75","25","69","25","53","21","51","21"
,"13","0","11","0","1","0",,,"2","0","81","25","76","25","69","25","54","21","49","21"
,"13","0","11","0","1","0",,,"2","0","81","25","76","25","70","25","55","21","49","21"
,"13","0","10","0","1","0",,,"2","0","81","25","77","25","70","25","55","21","48","21"
,"13","0","10","0","1","0",,,"2","0","81","25","75","25","72","25","55","21","49","21"
,"13","0","10","0","1","0",,,"2","0","83","25","75","25","72","25","54","21","49","21"
,"13","0","10","0","1","0",,,"2","0","83","25","75","25","72","25","54","21","49","21"
,"13","0","10","0","1","0",,,"2","0","83","25","75","25","72","25","53","21","48","21"
,"13","0","10","0","1","0",,,"2","0","83","25","75","25","72","25","55","21","48","21"
,"13","0","10","0","1","0",,,"2","0","82","25","77","25","75","25","54","21","48","21"
,"13","0","10","0","1","0",,,"2","0","83","25","77","25","74","25","54","21","48","21"
,"13","0","10","0","1","0",,,"2","0","82","25","76","25","75","25","54","21","48","21"
,"13","0","9","0","1","0",,,"2","0","82","25","77","25","75","25","55","21","49","21"
,"12","0","9","0","1","0",,,"2","0","82","25","77","25","74","25","54","21","49","21"
,"12","0","8","0","1","0",,,"2","0","82","25","76","25","74","25","53","21","49","21"
,"12","0","8","0","1","0",,,"2","0","81","25","76","25","74","25","53","20","48","21"
,"13","0","8","0","1","0",,,"2","0","81","25","76","25","74","25","53","19","48","21"
,"13","0","8","0",,,,,"2","0","81","25","76","25","74","25","53","19","48","21"
,"13","0","8","0",,,,,"2","0","81","25","77","25","74","25","53","19","49","21"
,"13","0","8","0",,,,,"2","0","81","25","77","25","77","25","52","19","51","21"
,"14","0","8","0",,,,,"2","0","83","25","77","25","76","25","53","19","52","21"
,"15","0","8","0",,,,,"2","0","83","25","79","25","77","25","53","19","51","21"
,"15","0","8","0",,,,,"2","0","83","25","79","25","77","25","53","19","50","21"
,"15","0","8","0",,,,,"2","0","83","25","79","25","77","25","53","19","50","21"
,"15","0","8","0",,,,,"2","0","83","25","78","25","79","25","53","19","49","21"
,"15","0","8","0",,,,,"2","0","82","25","79","24","78","25","53","19","50","21"
,"15","0","8","0",,,,,"2","0","84","25","76","23","81","25","53","19","49","21"
,"15","0","8","0",,,,,"2","0","85","25","76","23","82","25","54","19","49","21"
,"15","0","8","0",,,,,"2","0","85","25","76","23","81","25","54","19","49","21"
,"14","0","8","0",,,,,"2","0","85","25","76","23","81","25","55","19","50","20"
,"13","0","8","0",,,,,"2","0","86","25","77","23","80","25","55","19","51","20"
,"13","0","8","0",,,,,"2","0","86","25","77","23","80","25","55","19","52","20"
,"12","0","8","0",,,,,"2","0","85","25","80","23","79","25","55","19","53","20"
,"12","0","8","0",,,,,"2","0","84","25","78","23","80","25","56","19","54","20"
,"12","0","8","0",,,,,"2","0","83","25","79","23","82","25","56","19","54","20"
,"13","0","6","0",,,,,"2","0","84","25","81","23","78","25","56","19","54","20"
,"13","0","6","0",,,,,"2","0","86","25","82","23","78","25","56","19","55","20"
,"13","0","6","0",,,,,"2","0","85","25","83","22","78","25","57","19","54","20"
,"12","0","6","0",,,,,"2","0","84","25","85","22","75","25","57","19","55","20"
,"11","0","6","0",,,,,"2","0","87","25","83","22","75","25","57","19","55","20"
,"11","0","6","0",,,,,"2","0","88","25","82","22","75","25","58","19","55","20"
,"11","0","6","0",,,,,"2","0","88","25","82","22","75","25","61","19","57","20"
,"11","0","6","0",,,,,"2","0","88","25","82","22","74","25","61","19","58","20"
,"11","0","6","0",,,,,"2","0","88","25","81","22","75","25","62","19","58","20"
,"11","0","6","0",,,,,"2","0","88","25","81","22","75","25","62","19","59","20"
,"11","0","6","0",,,,,"2","0","87","24","79","22","77","25","62","19","60","20"
,"11","0","6","0",,,,,"2","0","87","24","77","22","78","25","64","19","60","20"
,"11","0","6","0",,,,,"2","0","86","24","77","22","80","25","65","19","61","20"
,"11","0","6","0",,,,,"2","0","86","24","78","22","81","25","65","19","61","20"
,"11","0","6","0",,,,,"2","0","86","24","78","22","82","25","64","19","59","20"
,"11","0","6","0",,,,,"2","0","86","24","80","22","81","25","65","19","59","19"
,"11","0","6","0",,,,,"2","0","86","24","83","22","80","25","65","19","60","19"
,"10","0","6","0",,,,,"2","0","84","24","84","22","80","25","65","19","60","19"
,"11","0","6","0",,,,,"2","0","85","24","84","22","81","25","66","19","60","19"
,"11","0","6","0",,,,,"2","0","83","24","85","22","80","25","67","19","60","19"
,"11","0","6","0",,,,,"2","0","84","23","85","22","79","25","65","19","60","19"
,"11","0","6","0",,,,,"2","0","85","23","85","22","79","25","66","19","60","19"
,"11","0","6","0",,,,,"1","0","85","23","86","22","81","25","65","19","60","19"
,"11","0","6","0",,,,,"1","0","86","23","87","22","81","25","65","19","60","19"
,"11","0","6","0",,,,,"1","0","85","23","90","22","81","25","65","19","60","19"
,"11","0","6","0",,,,,"1","0","86","23","89","22","79","25","64","19","59","19"
,"10","0","6","0",,,,,"1","0","85","23","89","22","79","25","64","19","59","19"
,"10","0","6","0",,,,,"1","0","85","23","90","22","78","25","64","19","59","19"
,"10","0","6","0",,,,,"1","0","85","23","90","22","80","25","66","19","60","19"
,"10","0","6","0",,,,,"1","0","84","23","91","22","80","25","66","19","59","19"
,"10","0","7","0",,,,,"1","0","84","23","92","22","80","25","67","19","60","19"
,"10","0","7","0",,,,,"1","0","86","23","92","22","78","25","66","19","61","19"
,"10","0","7","0",,,,,"1","0","86","23","93","22","78","25","67","19","61","19"
,"10","0","7","0",,,,,"1","0","86","23","93","22","79","25","67","19","62","19"
,"10","0","6","0",,,,,"1","0","86","23","92","22","80","25","66","19","63","19"
,"10","0","6","0",,,,,"1","0","86","23","92","22","81","25","65","19","64","19"
,"10","0","6","0",,,,,"1","0","86","23","93","22","82","25","64","18","64","19"
,"10","0","6","0",,,,,"1","0","88","23","93","22","83","25","65","18","64","19"
,"10","0","6","0",,,,,"1","0","88","23","92","22","84","25","65","18","64","19"
,"10","0","6","0",,,,,"1","0","88","23","92","22","84","25","65","18","64","19"
,"10","0","6","0",,,,,"1","0","89","23","92","22","84","25","66","18","65","19"
,"9","0","6","0",,,,,"1","0","88","23","91","21","84","25","67","18","65","19"
,"9","0","6","0",,,,,"1","0","87","23","91","21","87","25","68","18","64","19"
,"9","0","6","0",,,,,"1","0","89","23","90","21","86","25","68","18","63","19"
,"9","0","6","0",,,,,"1","0","88","23","88","21","85","25","69","18","62","19"
,"9","0","6","0",,,,,"1","0","87","23","89","21","85","25","69","18","63","19"
,"9","0","6","0",,,,,"1","0","87","23","89","21","84","25","69","18","62","19"
,"9","0","6","0",,,,,"1","0","88","23","89","21","86","25","69","18","62","19"
,"9","0","6","0",,,,,"1","0","87","23","89","21","86","25","69","18","62","19"
,"9","0","5","0",,,,,"1","0","86","23","89","21","84","25","70","18","62","19"
,"9","0","5","0",,,,,"1","0","88","23","88","21","84","25","71","18","62","19"
,"9","0","5","0",,,,,"1","0","89","23","88","21","86","25","71","18","62","19"
,"9","0","5","0",,,,,"1","0","90","23","89","21","85","25","72","18","62","19"
,"9","0","5","0",,,,,"1","0","93","23","90","21","87","25","73","18","62","19"
,"9","0","5","0",,,,,"1","0","92","23","90","21","88","25","74","18","62","19"
,"9","0","5","0",,,,,"1","0","91","23","92","21","89","25","74","18","61","19"
,"9","0","5","0",,,,,"1","0","91","23","92","21","89","25","75","18","61","19"
,"9","0","5","0",,,,,"1","0","92","23","90","21","91","25","74","18","61","19"
,"8","0","4","0",,,,,"1","0","93","23","91","21","90","25","74","18","60","19"
,"8","0","4","0",,,,,"1","0","93","23","91","21","90","25","72","18","58","19"
,"8","0","4","0",,,,,"1","0","93","23","91","21","90","25","73","18","57","19"
,"8","0","4","0",,,,,"1","0","94","23","91","21","87","25","74","18","58","19"
,"8","0","3","0",,,,,"1","0","94","23","91","21","87","25","74","18","59","19"
,"8","0","3","0",,,,,"1","0","94","23","93","21","86","25","73","18","59","19"
,"7","0","3","0",,,,,"1","0","93","23","93","21","86","25","74","18","59","19"
,"7","0","3","0",,,,,"1","0","93","23","92","21","87","25","76","18","61","19"
,"7","0","3","0",,,,,"1","0","93","23","92","21","88","25","75","18","61","19"
,"7","0","3","0",,,,,"1","0","94","23","91","21","89","25","76","18","61","19"
,"7","0","3","0",,,,,"1","0","94","23","90","21","89","25","77","18","59","19"
